# PDB,Heme,ligand,saddling
6wy0,HEC_I_601,HIS-HOH,-0.903
6wy5,HEC_A_201,HIS,-0.860
6wy5,HEC_D_201,HIS,-0.900
6wy7,HEC_B_601,HIS-HOH,-0.900
6wy7,HEC_D_201,HIS-HOH,-0.908
6wyd,HEC_B_606,HIS,-0.994
6wyd,HEC_E_610,HIS,-0.850
6wyd,HEC_G_605,HIS,-0.862
6wyd,HEC_I_610,HIS,-0.664
6wyu,HEC_A_201,HIS-MET,-0.154
6wyu,HEC_B_201,HIS-MET,-0.071
6wyu,HEC_C_201,HIS-MET,-0.059
6wz0,HEC_A_201,HIS-MET,-0.069
6wz0,HEC_B_201,HIS-MET,0.069
6wz0,HEC_C_201,HIS-MET,-0.010
6wz1,HEC_A_201,HIS-MET,-0.127
6wz1,HEC_B_201,HIS-MET,-0.146
6wz1,HEC_C_201,HIS-MET,-0.190
6wz2,HEC_A_201,HIS-MET,-0.121
6wz2,HEC_B_201,HIS-MET,-0.021
6wz2,HEC_C_201,HIS-MET,-0.024
6wz3,HEC_A_201,HIS-MET,-0.187
6wz3,HEC_B_201,HIS-MET,-0.164
6wz3,HEC_C_201,HIS-MET,-0.209
6wz7,HEC_A_201,HIS-MET,-0.085
6wz7,HEC_B_201,HIS-MET,0.005
6wz7,HEC_C_201,HIS-MET,-0.037
6wza,HEC_A_201,HIS-MET,0.031
6wza,HEC_B_201,HIS-MET,-0.034
6wza,HEC_C_201,HIS-MET,-0.043
6wzc,HEC_A_201,HIS-MET,-0.100
6wzp,HEM_A_502,CYS-HOH,-0.355
6x0q,HEM_C_201,HIS,0.763
6x0q,HEM_D_201,HIS,0.691
6x0q,HEM_G_201,HIS,0.696
6x0q,HEM_J_201,HIS,0.626
6x0q,HEM_K_201,HIS,0.628
6x0q,HEM_L_201,HIS,0.732
6x0q,HEM_N_201,HIS,0.556
6x0q,HEM_P_201,HIS,0.694
6x0q,HEM_Q_201,HIS,0.475
6x7e,HEC_A_201,HIS-MET,-0.115
6x7e,HEC_B_201,HIS-MET,-0.042
6x7e,HEC_C_201,HIS-MET,-0.025
6x8x,HEC_A_201,HIS-MET,-0.221
6xa2,HEM_A_501,CYS,0.072
6xa2,HEM_B_501,CYS,0.085
6xa2,HEM_C_501,CYS,0.114
6xa2,HEM_D_501,CYS,0.171
6xa2,HEM_E_501,CYS,0.119
6xa2,HEM_F_501,CYS,0.110
6xa2,HEM_G_501,CYS,0.092
6xa2,HEM_H_501,CYS,0.062
6xa3,HEM_A_501,HOH,0.057
6xai,HEM_A_801,CYS,-0.427
6xai,HEM_B_501,CYS-HOH,-0.423
6xaj,HEM_A_801,CYS-HOH,-0.365
6xak,HEM_A_801,CYS,-0.296
6xak,HEM_B_501,CYS-HOH,-0.408
6xal,HEM_A_801,CYS-HOH,-0.270
6xam,HEM_A_801,CYS-HOH,-0.331
6xcx,HEC_A_901,CYS,-0.319
6xd9,HEM_A_202,HIS-CMO,0.260
6xd9,HEM_B_202,HIS-CMO,0.287
6xd9,HEM_C_202,HIS-CMO,0.403
6xd9,HEM_D_202,HIS-CMO,0.182
6xdt,HEM_A_202,HIS-CMO,0.380
6xdt,HEM_B_202,HIS-CMO,0.275
6xdt,HEM_C_202,HIS-CMO,0.298
6xdt,HEM_D_202,HIS-CMO,0.286
6xe7,HEM_A_202,HIS-CMO,0.294
6xe7,HEM_B_202,HIS-CMO,0.110
6xe7,HEM_C_202,HIS-CMO,0.398
6xe7,HEM_D_202,HIS-CMO,0.229
6xk3,HEM_A_901,CYS,-0.551
6xk4,HEM_A_901,CYS,-0.181
6xk5,HEM_A_901,CYS,-0.376
6xk6,HEM_A_901,CYS,-0.533
6xk7,HEM_A_901,CYS,-0.606
6xk8,HEM_A_901,CYS,-0.408
6xmc,HEM_A_901,CYS,-0.606
6xnk,HEC_A_201,HIS-LYS,-0.007
6xnk,HEC_C_201,HIS-LYS,0.003
6xnk,HEC_E_201,HIS-LYS,0.153
6xnk,HEC_G_201,HIS-LYS,0.065
6xv4,HEM_A_301,HIS-DOD,-0.895
6xz8,HEC_A_601,CYS-O4T,-0.106
6xz8,HEC_B_601,CYS-O4T,-0.003
6xz8,HEC_C_601,CYS-O4T,0.054
6xz9,HEC_A_601,CYS-O4W,-0.141
6xz9,HEC_B_601,CYS-O4W,0.375
6xz9,HEC_C_601,CYS-O4W,0.129
6y0j,HEC_A_201,HIS-MET,-0.081
6y0j,HEC_B_201,HIS-MET,-0.172
6y0j,HEC_C_201,HIS-MET,-0.040
6y0j,HEC_D_201,HIS-MET,-0.123
6y1t,HEM_A_301,HIS-HOH,-0.690
6y2y,HEM_A_301,HIS-HOH,-0.674
6y9b,HEM_C_401,HIS-HIS,-0.122
6y9b,HEM_A_401,HIS-HIS,-0.122
6y9b,HEM_B_401,HIS-HIS,-0.122
6ych,HEM_A_501,CYS,0.270
6yci,HEM_A_501,CYS,0.027
6ycj,HEM_A_501,CYS,0.162
6yck,HEM_A_501,CYS,0.157
6ycl,HEM_A_502,CYS,0.065
6ycm,HEM_A_501,CYS,0.100
6ycn,HEM_A_501,CYS,0.139
6yco,HEM_A_501,CYS,0.141
6ycp,HEM_A_501,CYS,0.150
6yct,HEC_A_503,CYS,0.169
6yr4,HEM_A_401,HIS-O,0.258
6yr4,HEM_B_401,HIS-O,0.258
6yr4,HEM_C_401,HIS-O,0.306
6yr4,HEM_D_401,HIS-O,0.272
6yr4,HEM_E_401,HIS-O,0.234
6yr4,HEM_F_401,HIS-O,0.300
6yrc,HEM_A_401,HIS,0.293
6yrc,HEM_B_401,HIS,0.330
6yrc,HEM_C_401,HIS,0.332
6yrc,HEM_D_401,HIS,0.288
6yrc,HEM_E_401,HIS,0.354
6yrc,HEM_F_401,HIS,0.320
6yrd,HEM_A_401,HIS-O,0.249
6yrd,HEM_B_401,HIS-O,0.243
6yrd,HEM_C_401,HIS-O,0.331
6yrd,HEM_D_401,HIS-O,0.219
6yrd,HEM_E_401,HIS-O,0.279
6yrd,HEM_F_401,HIS-O,0.219
6yrj,HEM_A_401,HIS,0.301
6yrj,HEM_B_401,HIS,0.307
6yrj,HEM_C_401,HIS,0.348
6yrj,HEM_D_401,HIS,0.320
6yrj,HEM_E_401,HIS,0.348
6yrj,HEM_F_401,HIS,0.311
6z1m,HEM_A_502,TYR,0.477
6z1m,HEM_B_501,TYR,0.351
6z1m,HEM_C_502,TYR,0.578
6z4r,HEM_A_201,HOH,-0.201
6z4t,HEM_A_1201,OXY-Q75,-0.053
6zhw,HEC_C_401,HIS-MET,0.382
6zhw,HEC_C_402,HIS-MET,0.256
6zhw,HEC_C_403,HIS-MET,0.289
6zhw,HEC_C_404,HIS-HIS,0.182
6zhz,HEM_A_501,CYS,-0.428
6zhz,HEM_B_501,CYS,-0.446
6zhz,HEM_C_501,CYS,-0.396
6zhz,HEM_D_501,CYS,-0.352
6zhz,HEM_E_501,CYS,-0.287
6zhz,HEM_F_501,CYS,-0.317
6zi2,HEM_A_501,CYS-HOH,-0.310
6zi2,HEM_B_501,CYS,-0.336
6zi2,HEM_C_501,CYS,-0.257
6zi2,HEM_D_501,CYS-HOH,-0.288
6zi2,HEM_E_501,CYS,-0.184
6zi2,HEM_F_501,CYS-HOH,-0.260
6zi2,HEM_G_501,CYS,-0.256
6zi2,HEM_H_501,CYS-HOH,-0.255
6zi2,HEM_I_501,CYS,-0.089
6zi3,HEM_A_501,CYS,-0.350
6zi3,HEM_B_501,CYS,-0.417
6zi3,HEM_C_501,CYS,-0.378
6zi3,HEM_D_501,CYS,-0.339
6zi3,HEM_E_501,CYS,-0.347
6zi3,HEM_F_702,CYS,-0.407
6zi4,HEC_C_401,HIS-MET,0.379
6zi4,HEC_C_402,HIS-MET,0.197
6zi4,HEC_C_403,HIS-MET,0.230
6zi4,HEC_C_404,HIS-HIS,0.149
6zi5,HEC_C_401,HIS-MET,0.379
6zi5,HEC_C_402,HIS-MET,0.197
6zi5,HEC_C_403,HIS-MET,0.230
6zi5,HEC_C_404,HIS-HIS,0.149
6zi6,HEC_C_401,HIS-MET,0.382
6zi6,HEC_C_402,HIS-MET,0.256
6zi6,HEC_C_403,HIS-MET,0.289
6zi6,HEC_C_404,HIS-HIS,0.182
6zi7,HEM_A_501,CYS,-0.533
6zi7,HEM_B_501,CYS,-0.458
6zi7,HEM_C_501,CYS,-0.436
6zi7,HEM_D_501,CYS,-0.477
6zi7,HEM_E_502,CYS,-0.391
6zi7,HEM_F_502,CYS,-0.325
6zi9,HEC_C_401,HIS-MET,0.382
6zi9,HEC_C_402,HIS-MET,0.256
6zi9,HEC_C_403,HIS-MET,0.289
6zi9,HEC_C_404,HIS-HIS,0.182
6zia,HEC_C_401,HIS-MET,0.382
6zia,HEC_C_402,HIS-MET,0.256
6zia,HEC_C_403,HIS-MET,0.289
6zia,HEC_C_404,HIS-HIS,0.182
6zid,HEC_C_401,HIS-MET,0.382
6zid,HEC_C_402,HIS-MET,0.256
6zid,HEC_C_403,HIS-MET,0.289
6zid,HEC_C_404,HIS-HIS,0.182
6zmq,HEM_A_701,HIS-HIS,-0.387
6zmx,HEM_A_201,HIS-HOH,-0.010
6zmx,HEM_B_201,HIS-HOH,0.208
6zmx,HEM_C_201,HIS-HOH,0.084
6zmx,HEM_D_201,HIS-HOH,0.313
6zmy,HEM_A_201,HIS-HOH,0.124
6zmy,HEM_B_201,HIS-HOH,0.380
6zmy,HEM_C_201,HIS-HOH,0.060
6zmy,HEM_D_201,HIS-HOH,0.382
6zsk,HEC_A_201,HIS-CMO,0.522
6zsk,HEC_B_201,HIS-CMO,0.551
7a44,HEM_A_201,HIS-CMO,-0.005
7a45,HEM_A_201,HIS-CMO,0.071
7a62,HEM_A_502,HIS,0.411
7a62,HEM_B_503,HIS,0.519
7a62,HEM_C_504,HIS,0.663
7a62,HEM_D_504,HIS,0.557
7aba,HEC_A_501,CYS,-0.333
7aba,HEC_B_501,CYS,-0.291
7abb,HEC_A_501,CYS,-0.196
7acp,HEM_A_201,HIS,0.207
7acp,HEM_B_201,HIS-HOH,0.212
7adf,HEM_A_201,HIS,0.209
7adf,HEM_B_201,HIS,0.046
7adq,HEM_A_302,HIS,0.227
7adq,HEM_B_302,HIS,0.111
7adx,HEM_A_201,HIS,0.056
7adx,HEM_B_201,HIS-OXY,0.095
7aet,HEM_AAA_201,HIS-CMO,0.126
7aet,HEM_BBB_201,HIS-CMO,0.210
7aet,HEM_CCC_201,HIS-CMO,0.147
7aet,HEM_DDD_201,HIS-CMO,0.113
7aeu,HEM_AAA_201,HIS-CMO,0.120
7aeu,HEM_BBB_201,HIS-CMO,0.219
7aeu,HEM_CCC_201,HIS-CMO,0.166
7aeu,HEM_DDD_201,HIS-CMO,0.155
7aev,HEM_AAA_201,HIS-CMO,0.161
7aev,HEM_BBB_201,HIS-CMO,0.161
7aev,HEM_CCC_201,HIS-CMO,0.164
7aev,HEM_DDD_201,HIS-CMO,0.161
7ag8,HEM_A_801,HIS,-0.811
7ag8,HEM_B_801,HIS,-0.796
7ah0,HEM_A_201,HIS-HIS,0.032
7ah0,HEM_A_202,HIS-HIS,-0.240
7ah4,HEM_A_501,HIS-RCN,0.211
7ah4,HEM_B_501,HIS-RCN,0.296
7ah5,HEM_A_501,HIS-RCQ,0.652
7ah5,HEM_B_501,HIS-RCQ,0.606
7ah6,HEM_A_501,HIS-RCW,0.499
7ah6,HEM_B_501,HIS-RCW,0.312
7ant,HEC_A_501,CYS-EDO,-0.008
7ant,HEC_B_501,CYS,-0.143
7anv,HEM_A_601,HIS-OXY,0.163
7ao7,HEM_A_501,CYS-OC9,-0.115
7ao7,HEM_B_501,CYS-OC9,-0.059
7ao7,HEM_C_501,CYS-OC9,-0.032
7ao7,HEM_D_501,CYS-OC9,-0.101
7ao7,HEM_E_501,CYS-OC9,-0.102
7ao7,HEM_F_501,CYS,-0.005
7asb,HEM_A_204,HIS-HOH,-0.320
7asb,HEM_B_703,HIS-HOH,-0.350
7ate,HEA_A_602,HIS-HIS,-0.362
7ate,HEA_A_603,HIS-PEO,-0.097
7ati,HEM_A_202,HIS-HOH,-0.194
7ati,HEM_B_202,HIS-HOH,-0.383
7atj,HEM_A_350,HIS-CYN,-0.770
7atn,HEA_A_602,HIS-HIS,-0.198
7atn,HEA_A_605,HIS,-0.091
7au3,HEA_A_602,HIS-HIS,-0.248
7au3,HEA_A_603,HIS-O,-0.094
7au6,HEA_A_601,HIS-HIS,-0.337
7au6,HEA_A_602,HIS-PEO,-0.098
7ayx,HEM_A_501,CYS,-0.242
7ayx,HEM_B_501,CYS,-0.275
7b04,HEM_C_401,LYS-MET,0.559
7b04,HEM_F_401,LYS-MET,0.507
7b04,HEM_I_401,LYS-MET,0.136
7b04,HEM_L_401,LYS-MET,0.420
7b04,HEM_O_401,LYS-MET,0.472
7b04,HEM_R_401,LYS-MET,0.453
7b04,HEM_U_401,LYS-MET,0.381
7b04,HEM_X_401,LYS-MET,0.517
7b21,HEC_AAA_101,HIS-MET,0.701
7bi1,HEM_A_301,HIS-HOH,-0.665
7biu,HEC_A_301,HIS-HOH,-0.570
7bwh,HEM_A_201,HIS-HIS,0.418
7c52,HEM_C_501,HIS-MET,0.560
7c52,HEM_C_502,HIS-MET,0.446
7c52,HEM_C_503,HIS-MET,0.373
7c52,HEM_C_504,HIS-HIS,-0.069
7c73,HEM_A_601,HIS-HOH,-0.218
7c74,HEM_A_602,HIS-HOH,-0.267
7c75,HEM_A_606,HIS-HOH,-0.251
7c90,HEC_A_201,HIS-MET,-0.189
7c90,HEC_B_201,HIS-MET,-0.262
7c90,HEC_C_201,HIS-MET,-0.214
7c90,HEC_D_201,HIS-MET,-0.232
7c9r,HEM_C_401,HIS-MET,0.407
7c9r,HEM_C_402,HIS-MET,0.423
7c9r,HEM_C_403,HIS-MET,0.325
7c9r,HEM_C_404,HIS-HIS,-0.056
7cat,HEM_A_507,TYR,0.308
7cat,HEM_B_507,TYR,0.308
7cb9,HEM_A_601,CYS-J6C,-0.338
7ccf,HEM_A_501,CYS,-0.167
7ccp,HEM_A_296,HIS-HOH,-0.671
7cen,HEM_A_201,HIS-HOH,0.180
7cez,HEM_A_201,HIS-HOH,0.087
7cji,HEM_E_103,HIS-HIS,0.791
7cji,HEC_V_201,HIS-HIS,0.350
7cji,HEM_f_101,HIS-HIS,0.670
7cji,HEC_v_203,HIS-HIS,0.360
7cjj,HEM_E_102,HIS-HIS,0.828
7cjj,HEC_V_201,HIS-HIS,0.385
7cjj,HEM_e_102,HIS-HIS,0.660
7cjj,HEC_v_202,HIS-HIS,0.347
7cka,HEM_A_702,HIS-HOH,-0.469
7ckn,HEM_A_501,CYS-G4O,-0.151
7ckn,HEM_B_501,CYS-G4O,-0.102
7cl7,HEM_A_501,CYS-HOH,-0.623
7cl8,HEM_A_501,CYS-HOH,-0.563
7cl9,HEM_A_501,CYS-HOH,-0.667
7coh,HEA_A_515,HIS-HIS,-0.550
7coh,HEA_A_516,HIS-PER,-0.338
7coh,HEA_N_515,HIS-HIS,-0.544
7coh,HEA_N_516,HIS-PER,-0.354
7con,HEM_A_501,CYS-3CN,-0.018
7con,HEM_B_501,CYS-3CN,-0.076
7coo,HEM_A_501,CYS-HAI,-0.077
7coo,HEM_B_501,CYS-HAI,-0.144
7cou,HEC_E_103,HIS-HIS,0.742
7cou,HEC_V_201,HIS-HIS,0.379
7cou,HEC_e_102,HIS-HIS,0.641
7cou,HEC_v_202,HIS-HIS,0.327
7cp5,HEA_A_601,HIS-HIS,-0.518
7cp5,HEA_A_602,HIS-HOH,-0.361
7cp5,HEA_N_602,HIS-HIS,-0.516
7cp5,HEA_N_603,HIS-HOH,-0.290
7cp8,HEM_A_501,CYS-RM1,-0.084
7cp8,HEM_B_509,CYS-RM1,-0.054
7cpp,HEM_A_417,CYS-HOH,0.328
7cub,HEM_A_1001,HIS-HIS,0.098
7cub,HEO_A_1002,HIS,0.029
7cue,HEM_A_201,HIS-HOH,-0.036
7cue,HEM_B_201,HIS-HOH,0.137
7cue,HEM_C_201,HIS-HOH,0.136
7cue,HEM_D_201,HIS-HOH,0.146
7cuq,HEM_A_1001,HIS-HIS,0.013
7cuq,HEO_A_1002,HIS,0.048
7cuw,HEM_A_1001,HIS-HIS,0.079
7cuw,HEO_A_1002,HIS,0.004
7cvr,HEM_A_501,CYS-STQ,-0.085
7cvr,HEM_B_501,CYS-STQ,-0.073
7cx6,HEM_A_501,CYS-QSC,-0.058
7cx6,HEM_B_501,CYS-QSC,-0.029
7cx8,HEM_A_501,CYS-1Y5,-0.053
7cx8,HEM_B_501,CYS-1Y5,-0.108
7czi,HEM_A_501,CYS-DMS,-0.029
7czi,HEM_B_502,CYS-DMS,-0.125
7d0t,HEM_A_501,CYS-GQR,-0.097
7d0t,HEM_B_502,CYS-GQR,0.002
7d0u,HEM_A_501,CYS-NEH,-0.103
7d0u,HEM_B_502,CYS-NEH,-0.161
7d1f,HEM_A_501,CYS-NME,-0.090
7d1f,HEM_B_501,CYS-NME,0.018
7d1t,HEM_E_103,HIS-HIS,1.010
7d1t,HEC_V_201,HIS-HIS,0.394
7d1t,HEM_e_103,HIS-HIS,1.011
7d1t,HEC_v_201,HIS-HIS,0.394
7d1u,HEM_E_103,HIS-HIS,1.102
7d1u,HEC_V_201,HIS-HIS,0.355
7d1u,HEM_e_103,HIS-HIS,1.101
7d1u,HEC_v_201,HIS-HIS,0.355
7d3e,HEM_A_1601,HIS-HIS,0.108
7d3e,HEM_A_1602,HIS-HIS,-0.298
7d3e,HEM_C_1601,HIS-HIS,0.099
7d3e,HEM_C_1602,HIS-HIS,-0.295
7d3f,HEM_A_1601,HIS-HIS,0.103
7d3f,HEM_A_1602,HIS-HIS,-0.217
7d3f,HEM_C_1601,HIS-HIS,0.095
7d3f,HEM_C_1602,HIS-HIS,-0.212
7d52,HEM_A_605,HIS-HOH,-0.466
7d5i,HEB_A_801,GLU,0.139
7d5w,HEA_A_601,HIS-HIS,-0.476
7d5w,HEA_A_602,HIS-HOH,-0.349
7d5w,HEA_N_602,HIS-HIS,-0.434
7d5w,HEA_N_603,HIS-HOH,-0.283
7d5x,HEA_A_601,HIS-HIS,-0.505
7d5x,HEA_A_602,HIS-OXY,-0.375
7d5x,HEA_N_601,HIS-HIS,-0.513
7d5x,HEA_N_602,HIS-OXY,-0.397
7d8m,HEM_A_601,HIS,0.377
7d9f,HEM_A_702,HIS-HIS,-0.505
7d9f,HEM_B_703,HIS-HIS,-0.466
7d9g,HEM_A_702,HIS-HIS,-0.352
7d9g,HEM_B_702,HIS-HIS,-0.412
7d9h,HEM_A_702,HIS-HIS,-0.538
7d9h,HEM_B_702,HIS-HIS,-0.508
7d9i,HEM_A_702,HIS-HIS,-0.505
7d9i,HEM_B_702,HIS-HIS,-0.512
7d9j,HEM_A_702,HIS-HIS,-0.458
7d9j,HEM_B_702,HIS-HIS,-0.392
7dao,HEM_A_605,HIS-HOH,-0.509
7dcl,HEC_A_201,HIS-MET,0.017
7dcl,HEC_B_201,HIS-MET,-0.075
7ddr,HEM_A_201,HIS-IMD,0.218
7dds,HEM_A_201,HIS-HOH,0.015
7ddt,HEM_A_201,HIS-IMD,0.030
7ddu,HEM_A_201,HIS-HOH,0.021
7ddu,HEM_C_201,HIS-HOH,0.037
7de5,HEM_A_601,HIS-HOH,-0.516
7dgj,HEM_A_201,HIS-O,0.135
7dgj,HEM_B_202,HIS-O,0.070
7dgk,HEM_A_201,HIS-O,0.116
7dgk,HEM_B_202,HIS-O,0.030
7dgl,HEM_A_201,HIS-O,0.046
7dgl,HEM_B_202,HIS-O,0.084
7dgm,HEM_A_201,HIS-O,0.124
7dgm,HEM_B_202,HIS-O,0.094
7dgn,HEM_A_201,HIS-O,0.061
7dgn,HEM_B_202,HIS-O,0.082
7dgo,HEM_A_201,HIS-O,0.166
7dgo,HEM_B_202,HIS-O,0.072
7di3,HEM_A_401,CYS-HOH,-0.269
7dih,HEM_A_201,HIS-IMD,0.328
7dih,HEM_B_201,HIS-IMD,0.276
7dlh,HEM_A_401,HIS-HOH,-0.452
7dlk,HEM_A_401,HIS-OXY,0.285
7dlk,HEM_B_401,HIS-OXY,0.346
7dlk,HEM_C_401,HIS-OXY,0.324
7dlk,HEM_D_401,HIS,0.246
7dlk,HEM_E_401,HIS-OXY,0.379
7dlk,HEM_F_401,HIS,0.350
7dlq,HEM_A_601,HIS-PEO,-0.499
7dls,HEM_A_401,CYS-HOH,-0.261
7dmr,HEM_A_605,HIS-HOH,-0.373
7dn6,HEM_A_601,HIS-PEO,-0.466
7dn7,HEM_A_601,HIS-PEO,-0.526
7dvo,HEM_A_501,CYS-HOH,-0.021
7dvo,HEM_B_501,CYS-HOH,0.027
7dvr,HEM_A_201,HIS,-0.098
7dvt,HEM_A_201,HIS-CMO,-0.077
7dvu,HEM_A_201,HIS-CYN,-0.202
7dy3,HEM_A_201,TYR,0.064
7dy3,HEM_B_201,HIS-HOH,0.263
7dy3,HEM_C_201,TYR,0.137
7dy3,HEM_D_201,HIS-HOH,0.258
7dy3,HEM_E_201,TYR,0.105
7dy3,HEM_F_201,HIS-HOH,0.147
7dy3,HEM_G_201,TYR,0.059
7dy3,HEM_H_201,HIS-HOH,0.309
7dy4,HEM_A_201,TYR,0.063
7dy4,HEM_B_201,HIS-HOH,0.287
7dy4,HEM_C_201,TYR,0.040
7dy4,HEM_D_201,HIS-HOH,0.278
7dy4,HEM_E_201,TYR,0.055
7dy4,HEM_F_201,HIS-HOH,0.207
7dy4,HEM_G_201,TYR,0.036
7dy4,HEM_H_201,HIS-HOH,0.267
7e0p,HEM_A_502,HIS-HU0,0.052
7e0p,HEM_B_502,HIS-HU0,-0.341
7e0q,HEM_A_501,HIS-HU3,0.065
7e0q,HEM_B_501,HIS-HU3,0.143
7e0s,HEM_A_501,HIS-HU6,0.155
7e0s,HEM_B_501,HIS-HU6,0.301
7e0t,HEM_A_501,HIS-HU9,0.356
7e0t,HEM_B_501,HIS-HU9,0.161
7e0u,HEM_A_501,HIS-HUC,0.229
7e0u,HEM_B_501,HIS-HUC,0.200
7e1v,HEA_F_606,HIS,-0.036
7e1v,HEA_F_607,HIS-HIS,-0.111
7e1v,HEA_R_605,HIS,-0.036
7e1v,HEA_R_606,HIS-HIS,-0.094
7e1v,HEM_N_601,HIS-HIS,-1.208
7e1v,HEM_N_602,HIS-HIS,-0.619
7e1v,HEC_O_303,HIS-MET,0.211
7e1v,HEC_O_304,HIS-MET,0.097
7e1v,HEM_B_602,HIS-HIS,-1.195
7e1v,HEM_B_603,HIS-HIS,-0.627
7e1v,HEC_C_301,HIS-MET,-0.605
7e1v,HEC_C_302,HIS-MET,-0.036
7e1w,HEA_F_606,HIS,-0.015
7e1w,HEA_F_607,HIS-HIS,-0.100
7e1w,HEA_R_606,HIS,-0.015
7e1w,HEA_R_607,HIS-HIS,-0.099
7e1w,HEM_N_601,HIS-HIS,-1.089
7e1w,HEM_N_602,HIS-HIS,-0.661
7e1w,HEC_O_304,HIS-MET,0.321
7e1w,HEC_O_305,HIS-MET,0.214
7e1w,HEM_B_601,HIS-HIS,-1.089
7e1w,HEM_B_602,HIS-HIS,-0.662
7e1w,HEC_C_301,HIS-MET,0.322
7e1w,HEC_C_302,HIS-MET,0.214
7e1x,HEA_F_606,HIS,-0.015
7e1x,HEA_F_607,HIS-HIS,-0.100
7e1x,HEA_R_606,HIS,-0.015
7e1x,HEA_R_607,HIS-HIS,-0.100
7e1x,HEM_N_601,HIS-HIS,-1.089
7e1x,HEM_N_602,HIS-HIS,-0.662
7e1x,HEC_O_304,HIS-MET,0.321
7e1x,HEC_O_305,HIS-MET,0.214
7e1x,HEM_B_601,HIS-HIS,-1.089
7e1x,HEM_B_602,HIS-HIS,-0.662
7e1x,HEC_C_301,HIS-MET,0.322
7e1x,HEC_C_302,HIS-MET,0.214
7e46,HEM_A_500,CYS-98B,-0.231
7e46,HEM_B_500,CYS-98B,-0.149
7e5q,HEM_A_401,HIS,0.405
7e5q,HEM_B_402,HIS,0.324
7e7f,HEM_A_601,CYS-MYT,-0.160
7e96,HEM_A_201,HIS-OXY,0.372
7e96,HEM_B_200,HIS-OXY,0.296
7e96,HEM_C_200,HIS-OXY,0.076
7e96,HEM_D_200,HIS-OXY,-0.100
7e97,HEM_A_200,HIS-OXY,0.407
7e97,HEM_B_200,HIS-OXY,0.346
7e97,HEM_C_200,HIS-OXY,0.309
7e97,HEM_D_200,HIS-OXY,-0.336
7e98,HEM_A_201,HIS-OXY,0.311
7e98,HEM_B_200,HIS-OXY,0.255
7e98,HEM_C_200,HIS-OXY,0.221
7e98,HEM_D_200,HIS-OXY,-0.223
7e99,HEM_A_200,HIS-OXY,0.254
7e99,HEM_B_200,HIS-OXY,0.257
7e99,HEM_C_200,HIS-OXY,0.252
7e99,HEM_D_200,HIS-OXY,-0.269
7ead,HEC_A_201,HIS,0.628
7eda,HEM_F_101,HIS-HIS,0.804
7eda,HEC_V_201,HIS-HIS,0.213
7egn,HEM_A_501,CYS-HOA,-0.110
7egn,HEM_B_501,CYS-HOA,-0.160
7ehx,HEM_A_201,HIS-HOH,0.015
7eqh,HEM_A_300,HIS-HOH,-0.279
7eqh,HEM_B_300,HIS-HOH,-0.218
7ev7,HEA_A_602,HIS-HIS,-0.556
7ev7,HEA_A_603,HIS-CMO,-0.464
7ev7,HEA_N_602,HIS-HIS,-0.496
7ev7,HEA_N_603,HIS-CMO,-0.414
7f04,HEM_C_301,HIS,0.333
7f2y,HEM_A_401,HIS,-0.464
7f2z,HEM_A_401,HIS,-0.439
7f2z,HEM_B_401,HIS,-0.468
7f30,HEM_A_401,HIS-0WQ,-0.631
7f3h,HEM_A_601,CYS,-0.017
7f3h,HEM_B_602,CYS,0.130
7f3h,HEM_C_601,CYS,-0.038
7f3h,HEM_D_601,CYS,0.124
7f3w,HEM_A_501,CYS,0.098
7f3w,HEM_B_501,CYS,0.324
7f3w,HEM_C_501,CYS,-0.040
7f3w,HEM_D_501,CYS,-0.068
7hbi,HEM_A_153,HIS-CMO,0.100
7hbi,HEM_B_153,HIS-CMO,0.167
7jj1,HEM_A_501,CYS-IMD,-0.009
7jj1,HEM_B_501,CYS-IMD,-0.005
7jj1,HEM_C_501,CYS,0.010
7jjq,HEM_A_201,HIS-HOH,0.015
7jjq,HEM_B_201,HIS-K7M,0.103
7jjq,HEM_C_201,HIS-HOH,0.020
7jjq,HEM_D_201,HIS-K7M,0.185
7jor,HEM_A_201,HIS-PG0,-0.004
7jor,HEM_B_201,HIS-HIS,-0.327
7jw5,HEM_A_502,CYS,-0.462
7jxb,HEM_A_502,CYS,-0.339
7jxz,HEM_A_201,HIS-CMO,0.232
7jxz,HEM_B_201,HIS-CMO,0.219
7jxz,HEM_C_201,HIS-CMO,0.256
7jxz,HEM_D_201,HIS-CMO,0.203
7jy0,HEM_A_201,HIS-CMO,0.308
7jy0,HEM_B_201,HIS-CMO,0.271
7jy0,HEM_C_202,HIS-CMO,0.283
7jy0,HEM_D_201,HIS-CMO,0.263
7jy1,HEM_A_201,HIS-CMO,0.190
7jy1,HEM_B_201,HIS-CMO,0.390
7jy1,HEM_C_202,HIS-CMO,0.168
7jy1,HEM_D_201,HIS-CMO,0.363
7jy3,HEM_A_201,HIS-OXY,0.284
7jy3,HEM_B_201,HIS-OXY,0.358
7jy3,HEM_C_202,HIS-OXY,0.271
7jy3,HEM_D_201,HIS-OXY,0.375
7jz2,HEM_D_201,HIS-HIS,-0.806
7jz2,HEM_G_201,HIS-HIS,-0.806
7jz2,HEM_K_201,HIS-HIS,-0.805
7jz6,HEM_A_1001,HIS,-0.813
7jz6,HEM_B_1001,HIS,-0.806
7jz6,HEM_C_1001,HIS,-0.810
7jz6,HEM_D_1001,HIS,-0.802
